original	call_entry	net	correct_mean	correct_cnt	fake_always_1	fake_always_3	fake_always_5	fake_correct	fake_correct_1v5	1000	1001	1002	1004	1005	1006	1007	1009	1010	1011	1012	1013	1014	984	986	987	988	992	993	994	995	996	997	998
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1009	loss25-0 + delay500-50	2.7142857142857	7	1	3	5	2.7142857142857	1	1	1.2066302716355	2.612	4.510621	1.512	4.058	2.7	2.462	2.8	1	3.97944	3.44979	1.61	1.1562	2.220023	2.561	3.24054		3.99135	2.74762	2.49935	1	3.22674	1.0831
sample05_e181863bce6738bace6841b174713716.ogg	1000	loss22-0 + rate19kbit	1.5	6	1	3	5	1.5	1	1	1.5703971092978	1.784	2.682681	1.324	3.301	3.3	2.816	2.9	1	0.759374	3.6554	2.688	1.1236	3.375951	2.325	1	1.76	3.70414	2.71835	1.55251	5	2.25682	4.5195
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1010	loss17-0 + rate24kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	1.5731832482342	1.617	3.15112	1.2	2.258	2.3	1.817	2.3	1	3.35948	3.0116	1.246	1.1587	1.503067	1.872	1		3.03766	2.41832	1.80521	5	2.6105	1
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	996	loss13-0 + rate48kbit	4	6	1	3	5	4	5	3.04492	1.7334639695925	2.613	3.251868	1.456	3.523	2.7	2.399	2.3	1	4.05894	3.96071	1.731	1.2962	2.292604	2.521	2.919724		3.0536	3.92373	2.40941	1	4.18885	5
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1011	loss20-0 + rate32kbit	4.1428571428571	7	1	3	5	4.1428571428571	5	4.40616	3.0588513887916	2.528	1.000844	1.87	4.76	2.7	2.696	3.47	1	4.38345	4.62117	1.833	1.3444	2.403657	2.441	3.552216	4.64	4.18795	5	2.70207	3.1544	3.87978	5
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1012	loss22-0 + rate19kbit	2	7	1	3	5	2	1	1	3.7199559331088	1.344	1	1.176	4.258	2.3	1.683	2.82	1	2.69707	1	1.176	1.039	1.314084	1.748	1	3.31	4.93713	5	2.10941	4.9257	2.17816	4.0763
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1014	loss10-0 + rate64kbit	4.5	6	1	3	5	4.5	5	4.1838		2.978	4.171297	1.83	4.087	3.3	2.79	2.3	1	4.31805	5	2.223	1.8228	2.891306	2.985	1.467529	3.9	3.59762	4.76204	2.47594	5	2.7697	5
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1013	loss30-0 + rate17kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	3.3334586387291	1.347	2.109698	1.189	3.687	2.3	1.456	2	1	0.478451	1	1.173	1.0908	1.432002	1.802	1	1.95	3.72107	3.74955	1.60016	3.0556	1	4.6471
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1010	loss80-0 + delay600-10	0.66666666666667	6	1	3	5	0.66666666666667	1	1.86467	1.081219356748	1.697	3.244061	1.188	3.048	2.3	1.801	2.3	1	2.3062	2.1552	1.201	1.084	1.425202	1.851	1		2.68052	2.27793	1.58692	5	1.60183	3.9826
sample16_28b7af27b8464f83f547e385893de318.ogg	987	loss22-0 + rate19kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	1.7659251564356	1.442	1.958519	1.183	1.889	1.7	1.592	1.1	1	2.72066	1	1.143	1.6508	1.362005	1.806	1		3.54954	2.62697	4.11426	4.4772	2.34334	2.9952
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	993	loss10-0 + rate64kbit	3.875	8	1	3	5	3.875	5	4.39822	1.4697150920567	3.05	3.314333	1.794	3.953	3.3	2.667	2.6	1	4.50121	4.2207	2.198	1.6628	2.814903	3.109	3.762909		3.07904	4.1745	3.19962	1	4.3576	3.556
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	984	loss25-0 + rate25kbit	2.2857142857143	7	1	3	5	2.2857142857143	1	1	1.3071256975302	1.829	1.108761	1.219	1.441	2.3	1.845	2	1	3.09277	1	1.305	1.1507	1.575556	1.998	1.921539		1	2.78265	2.07414	1	3.5121	
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1011	loss13-0 + rate44kbit	5	7	1	3	5	5	5	4.32191	1.7466587405696	2.682	4.152801	1.972	4.825	3.3	2.898	3.24	4.25	5	5	1.989	1.5217	2.275304	3.145	3.593018	3.89	4.60838	4.28698	2.9148	4.9146	4.23702	1.3369
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1013	loss17-0 + rate24kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	3.7478400451175	1.794	3.540227	1.188	1.437	2.3	1.807	2.82	3.4	3.51879	1	1.273	1.0627	1.510598	1.893	1	4.77	1	2.64951	2.02312	1	3.38722	
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1000	loss22-0 + rate23kbit	2.1428571428571	7	1	3	5	2.1428571428571	1	1	3.2189169308355	1.818	2.722422	1.224	1.702	2.3	1.787	2	1	3.76799	1	1.262	1.1605	1.493172	1.952	2.039268	3.97	1.95188	2.56084	1.5039	1	3.06641	1.2402
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	998	loss90-0 + delay700-10	0.28571428571429	7	1	3	5	0.28571428571429	1	1	1.1535325342005	1	4.197415	1.122	3.392	1.7	0.995	2	1	0	1	1.059	1.0624	1.158749	1.657	1	2.66	3.43455	2.85066	1.38805	5	1	
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1012	loss17-0 + rate28kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	3.2052234424016	2.096	1	1.379	2.596	2.7	2.014	2.82	1	4.4254	1.89517	1.398	1.1835	1.750151	1.979	2.564484	4.42	2.51783	2.69572	2.33642	2.7528	3.5357	2.7694
sample05_44823b5704b026f2930ad862576bef3c.ogg	1012	loss30-0 + rate17kbit	0.5	6	1	3	5	0.5	1	1.86856	3.9664243158422	1.695	2.435405	1.183	1.697	2.3	1.19	1.19	1	0	1	1.349	1.0653	1.201369	1.702	1	2.84	1	2.51083	1.63045	4.8415	1.09181	2.1962
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	1011	loss80-0 + delay600-10	1.1666666666667	6	1	3	5	1.1666666666667	1	1	3.9318261361608	2.261	1.30384	1.177	1	1.7	2.064	2.4	1	0.688765	1	1.071	1.0356	1.207564	1.725	1	3.27	1.56429	2.54559	1.24223	1	1.46089	4.9084
sample15_8082d542b11fb2be2869f8f45b292373.ogg	993	loss25-0 + delay500-50	3.5	6	1	3	5	3.5	5	2.59957	4.9656381945968	2.517	4.63804	1.433	3.175	2.7	2.49	2.6	4.2	4.35578	2.2645	1.682	1.1566	1.904631	2.452	2.994461	4.55	1	2.72497	3.00419	1	3.63731	2.6456
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	998	loss30-0 + rate14kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	3.3305434189201	1.109	2.501274	1.216	1	1.7	1.228	2	1	0	1	1.079	1.039	1.191761	1.7	1	3.32	1	3.06523	1.22301	1	1.52287	2.305
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1013	loss30-0 + rate17kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	1.0521155223441	1.481	1	1.159	1	2.3	1.677	1.13	1	1.07281	1	1.216	1.03	1.376689	1.787	1		1	2.59968	1.70149	1	2.41081	1.2685
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	987	loss13-0 + rate44kbit	4.7142857142857	7	1	3	5	4.7142857142857	5	3.77646	3.5290521329244	2.416	3.08835	1.586	4.963	2.7	2.569	3.08	5	4.76715	4.52742	1.627	1.2685	2.040597	2.396	3.271179	3.92	4.41316	4.70901	2.53668	3.1373	4.31327	5
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	1002	loss13-0 + rate44kbit	4.5	6	1	3	5	4.5	5	1	3.26039163344	2.445	2.447255	1.5	4.757	2.7	2.409	4.2	5	4.23323	4.65125	1.641	1.5145	2.13413	2.324	1.226059	3.99	5	5	2.09487	3.1511	4.07915	5
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	1000	loss25-0 + delay500-50	3	6	1	3	5	3	5	1	4.5774078582122	2.252	4.075088	1.439	4.146	2.7	2.325	2.82	1	3.63269	1	1.458	1.1381	1.886078	2.153	2.971893	3.77	4.26599	2.67251	3.16401	5	3.07011	3.4198
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	1014	loss30-0 + rate17kbit	1.6666666666667	6	1	3	5	1.6666666666667	1	1		1	1.050853	1.14	3.995	1.7	1.31	2	1	0	1	1.084	1.0278	1.163998	1.74	1	2.43	4.15342	3.76393	1.30502	3.1154	1	4.436
sample05_ff63f34c691af48ef285649054ab4906.ogg	1013	loss17-0 + rate24kbit	1.1666666666667	6	1	3	5	1.1666666666667	1	1	1.7033090384287	1.195	3.593709	1.133	3.504	1.7	1.559	2.4	4.5	2.76898	1.68807	1.142	1.0271	1.276902	1.776	1.563965	3.29	3.05811	2.50511	1.5713	4.5486	2.16405	2.31
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	988	loss17-0 + rate28kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	3.73151	1.7836676213352	2.045	2.634105	1.22	3.168	2.3	1.953	3.47	1	4.72268	3.10155	1.332	1.0979	1.711817	2.031	2.774933	4.4	3.00597	3.52559	2.04107	1	3.99429	4.9148
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1011	loss25-0 + delay500-50	4.3333333333333	6	1	3	5	4.3333333333333	5	1	1.6102099177308	2.528	4.518499	1.605	4.284	2.7	2.52	3.8	1	4.76457	3.64148	1.789	1.2405	2.147799	2.452	3.377808		3.83859	2.34642	2.4715	1	4.09923	3.056
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	1011	loss17-0 + rate28kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	1.6748199066139	1.999	3.224154	1.257	3.773	2.7	1.978	3.24	1	4.68063	1.31167	1.4	1.2108	1.688068	2.063	1		3.63785	2.90517	1.84762	1	4.36843	1
sample05_ff63f34c691af48ef285649054ab4906.ogg	993	loss17-0 + rate24kbit	2	7	1	3	5	2	1	1	1.0471855124558	1.86	1	1.257	2.646	2.3	1.889	2.4	1	2.80994	1	1.201	1.1304	1.53654	1.971	1.986847	3.29	3.53735	2.4569	1.683	4.8809	2.78236	1
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	996	loss40-0 + rate16kbit	0.28571428571429	7	1	3	5	0.28571428571429	1	1	1.1410416613985	1	1	1.149	1	1.3	0.791	1.2	1	0	1	1.034	1.0251	1.098699	1.86	1	2.23	1	2.59755	1.14989	1	1	
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	1012	loss22-0 + rate19kbit	0.85714285714286	7	1	3	5	0.85714285714286	1	1	3.5697220752399	1.602	1	1.148	2.93	2.3	1.631	2.9	1	0	2.01949	1.149	1.039	1.42427	1.86	1	4.19	2.95951	2.83772	1.31119	2.5509	2.86809	5
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1011	loss13-0 + rate44kbit	5	7	1	3	5	5	5	4.66678	3.5607890993219	2.432	1	1.621	4.412	2.7	2.299	5	1	4.97024	4.31553	1.713	1.4228	1.881976	2.4	3.353607	4.3	1.85076	4.9649	2.51705	1	4.35457	5
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	988	loss22-0 + rate19kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1	1.6634441201874	1.679	1.455322	1.451	2.894	2.7	2.096	1.14	1	0	1	1.571	1.0793	1.999763	2.462	1		2.46113	2.79259	1.3714	5	1	
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	1000	loss25-0 + rate29kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	3.85815	1.1293358992115	1.959	2.602826	1.171	2.676	2.3	1.908	2.3	1	4.60559	3.00751	1.3	1.0672	1.622588	1.899	3.391098	4.27	4.16556	3.73221	1.70483	1	3.89949	5
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	998	loss22-0 + rate23kbit	1	6	1	3	5	1	1	1	3.7515632163891	1.637	4.763807	1.205	3.443	2.3	1.764	2	1	1.09799	1.49656	1.225	1.0933	1.413496	1.835	1	2.98	3.46173	2.49968	2.45496	5	1.97302	3.3784
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1000	loss17-0 + rate24kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	4.3881459150153	2.031	4.169021	1.25	2.415	2.7	2.075	2.82	1	4.06724	1.21465	1.375	1.1002	1.584581	2.109	1	4.76	1.57169	2.48721	1.82871	2.498	3.86541	3.3362
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	1011	loss40-0 + rate16kbit	1.5714285714286	7	1	3	5	1.5714285714286	1	1	1.1097515236184	1.346	2.826686	1.142	2.841	1.7	1.264	1.5	1	0.0394572	1	1.121	1.1373	1.317641	1.731	1		2.55113	2.65149	1.3293	5	1.26237	2.3584
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1009	loss13-0 + rate44kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	3.98787	3.8278390287206	2.669	2.857774	1.523	3.782	2.7	2.455	2.6	1	4.70913	3.04332	1.72	1.4818	2.072242	2.571	3.083588	4.78	1.64616	3.83503	2.42198	1	4.31205	5
sample05_e181863bce6738bace6841b174713716.ogg	1009	loss80-0 + delay600-10	0.2	5	1	3	5	0.2	1	1	1.1917762525087	1.528	4.371076	1.154	3.44	2.3	1.865	1.95	1	1.58772	1	1.195	1.0574	1.429077	1.773	1	2.81	3.53588	2.6718	3.07496	5	1.06853	3.81
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	993	loss40-0 + rate16kbit	1.7142857142857	7	1	3	5	1.7142857142857	1	1	3.4340060842289	1.547	1	1.211	4.197	2.3	1.799	2	4.266666	3.26094	1	1.194	1.175	1.38981	1.795	1	3.67	3.99071	3.19353	1.90989	5	2.27151	1.1778
sample05_e181863bce6738bace6841b174713716.ogg	1013	loss20-0 + rate32kbit	4.2857142857143	7	1	3	5	4.2857142857143	5	1	1.9907922250573	2.797	3.984891	1.679	4.687	3.3	2.837	4.04	1	4.69479	5	1.931	1.4285	2.549881	2.617	1	3.17	4.67407	5	2.0903	5	4.04459	1.2992
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	998	loss20-0 + rate32kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	1	1.0542895587538	2.728	4.42954	1.652	4.106	3.3	2.604	3.52	1	4.89743	5	1.903	1.4521	2.422313	2.704	3.293854		4.26758	4.13471	2.29231	3.109	4.32552	3.5795
sample05_e181863bce6738bace6841b174713716.ogg	1011	loss30-0 + rate17kbit	0.16666666666667	6	1	3	5	0.16666666666667	1	1	1.7106706743326	1.518	3.483684	1.151	3.501	2.3	1.837	2.4	1	0	1	1.225	1.0758	1.531302	1.78	1	3.17	3.37273	3.52707	3.4764	4.999	1.13429	3.3325
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	1009	loss25-0 + rate29kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	1	3.4797708815894	1.82	1	1.24	3.233	2.3	1.731	2.82	1	4.54543	2.78217	1.273	1.1396	1.5379	1.917	2.587914	4.69	3.36995	3.44556	1.71211	1	3.92905	5
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	988	loss25-0 + delay500-50	3.1428571428571	7	1	3	5	3.1428571428571	5	1	3.6361235996588	1.921	2.410871	1.21	1.895	2.3	1.962	2.3	1	4.35576	1	1.282	1.0884	1.574388	1.98	3.284851	4.59	1	2.75811	2.15766	1	3.69041	3.8289
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	996	loss25-0 + rate29kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	1.28813	4.6205158964167	2.557	4.592724	1.516	2.215	2.7	2.353	3.8	5	4.51917	3.75386	1.666	1.4067	1.958383	2.35	3.588196	4.46	1.36438	3.61727	2.2569	1	4.34317	3.8631
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1002	loss13-0 + rate44kbit	3.5	6	1	3	5	3.5	5	1	5.8328902136617	2.775	4.632007	1.482	4.153	3.3	2.595	3.24	1	4.52248	4.01162	1.921	1.5428	2.184215	2.701	2.610023	4.76	1.98827	4.11457	2.47041	1	4.20066	2.8311
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	1009	loss17-0 + rate28kbit	2.4	5	1	3	5	2.4	1	1	3.6186887781533	2.382	1	1.408	2.1	2.7	2.38	2.3	1	4.53203	2.21914	1.5	1.2817	1.980098	2.352	2.041977	4.32	2.13011	3.10795	2.32464	1	3.62022	2.8481
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	987	loss30-0 + rate14kbit	1.4285714285714	7	1	3	5	1.4285714285714	1	1	1.077423717735	1.429	1	1.172	1	1.7	1.586	1.247	1	2.898	1	1.128	1.0563	1.311373	1.777	1		1.42323	2.60884	1.31992	1	2.52483	4.9003
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1002	loss13-0 + rate44kbit	5	6	1	3	5	5	5	4.36188	3.7283871729094	3.021	1.686245	2.558	5	3.3	3.024	3.6	1	4.97198	5	2.406	1.7643	3.049834	3.467	4.096115	4.82	4.70074	5	3.20525	2.9744	4.5182	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	988	loss25-0 + delay500-50	2.7142857142857	7	1	3	5	2.7142857142857	1	1	1.3457108068073	2.6	4.349756	1.462	4.013	2.7	2.422	2.8	1	3.74733	3.4126	1.69	1.1595	2.184755	2.486	1		4.00716	2.0893	2.44479	1	3.15327	1.3039
sample06_6691afc81fd72df69da5b1a7a508b30e.ogg	993	loss25-0 + rate29kbit	4.5	6	1	3	5	4.5	5	2.38	3.6779285573084	2.514	3.103084	1.343	3.467	2.7	2.221	2.82	1	4.82405	3.26764	1.669	1.2108	2.172309	2.455	3.189377	4.83	3.58079	3.86883	1.92891	1	3.72363	5
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1002	loss30-0 + rate17kbit	1.5	6	1	3	5	1.5	1	1	3.4207157963551	1.016	1	1.133	1	1.7	1.03	2	1	3.95993	1	1.091	1.0567	1.177558	1.67	1	2.63	1	2.57017	1.35663	1	2.03847	2.7214
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	1009	loss17-0 + rate24kbit	3.3333333333333	6	1	3	5	3.3333333333333	5	1	4.7306274301211	1.902	2.633244	1.256	4.241	2.3	1.997	2.3	1	4.19351	1	1.298	1.1351	1.5997	1.963	1	4.21	4.06114	2.63248	1.9082	5	3.74963	1
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1012	loss80-0 + delay600-10	1.7142857142857	7	1	3	5	1.7142857142857	1	1	3.149375631921	1.417	1.333339	1.187	1	1.7	1.647	2	1	2.85659	1	1.131	1.0933	1.383091	1.826	1	3.88	1	2.64826	1.7103	1	2.13623	3.2009
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	992	loss13-0 + rate44kbit	4.2857142857143	7	1	3	5	4.2857142857143	5	3.31215	1.7452871181345	2.897	4.135441	1.75	4.617	3.3	2.687	2.4	1	4.44008	3.58026	2.012	1.6073	2.655581	2.859	1.031021	3.9	4.39485	5	2.82544	5	3.71446	5
sample05_ff63f34c691af48ef285649054ab4906.ogg	987	loss25-0 + delay500-50	3.7142857142857	7	1	3	5	3.7142857142857	5	1	1.2801008409482	1.73	1	1.185	4.517	2.3	1.776	2.4	4.6875	3.88743	1	1.215	1.1291	1.533301	1.845	2.65773	4.16	3.95564	2.46447	1.74012	4.5797	3.72225	3.0505
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1013	loss22-0 + rate19kbit	3	7	1	3	5	3	5	1	4.413593447092	1.978	3.878966	1.228	1.422	2.3	1.944	2.4	1	3.8026	1	1.335	1.0339	1.585428	1.968	1	4.46	1	2.79567	2.03488	1	2.9107	1
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	998	loss25-0 + rate29kbit	4	6	1	3	5	4	5	1	1.101665004981	2.226	3.654056	1.335	4.119	2.7	2.207	2.8	5	4.26389	3.87872	1.475	1.2596	1.882271	2.138	3.171295	4.23	3.70269	3.7699	2.35364	5	3.80147	5
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1001	loss22-0 + rate19kbit	0.83333333333333	6	1	3	5	0.83333333333333	1	1	3.3099150794296	2.99	1	2.817	1.144	3.3	1.852	1.19	1	0	1	2.426	1.0442	3.54483	4.201	1	1.3	1	3.16303	1.82139	2.5385	1	4.1404
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1013	loss22-0 + rate19kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	1.7767718550261	1.85	3.243876	1.254	2.067	2.3	2.057	2.3	1	3.11913	2.08188	1.323	1.0618	1.5862	2.014	1		3.27022	2.37236	2.4182	5	2.1958	1
sample16_28b7af27b8464f83f547e385893de318.ogg	1002	loss22-0 + rate19kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	1.6193377497727	1.675	2.586754	1.214	1.882	2.3	1.847	1.5	1	2.54445	1	1.17	2.9343	1.44387	1.802	1		3.58566	2.90761	1.74007	4.3821	2.40459	2.9694
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	1009	loss22-0 + rate23kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1.77794	3.2408347053866	2.3	1	1.257	3.136	2.7	2.027	3.52	1	2.57327	2.99554	1.485	1.1736	1.843379	2.3	2.957489	4.75	3.39387	3.22872	1.8063	2.3906	3.43838	5
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	1012	loss13-0 + rate44kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	1	1.2003022630725	2.807	3.687974	1.587	3.693	3.3	2.453	2.6	1	4.20393	3.51198	1.867	1.4435	2.421337	2.649	3.256851		3.41769	4.19184	2.47826	1	4.16551	5
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	996	loss25-0 + rate29kbit	3	7	1	3	5	3	5	1	4.1099067174991	1.955	4.392227	1.339	4.6	2.3	2.066	2.3	1	4.09537	1.33206	1.32	1.1417	1.579575	1.873	2.909424	4.36	4.17472	3.16066	2.48629	5	3.42406	1
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	1012	loss13-0 + rate44kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	3.97103	3.7345684328982	2.2	3.131485	1.378	4.908	2.7	2.306	2.82	4.875	4.39531	4.50297	1.493	1.1046	1.861875	2.184	3.307892	3.85	4.65462	4.70901	2.21246	3.165	4.25225	5
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1000	loss80-0 + delay600-10	1.8333333333333	6	1	3	5	1.8333333333333	1	1	3.6451704078665	1.538	2.493709	1.199	4.575	2.3	1.709	2	1	2.16118	1	1.154	1.0995	1.307229	1.842	1	2.67	4.91695	5	1.57086	5	1.90797	1.7605
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	988	loss25-0 + delay500-50	3.5714285714286	7	1	3	5	3.5714285714286	5	1	1.7660695325763	2.607	2.596753	1.427	2.71	2.7	2.47	2.3	1	4.26514	2.26784	1.713	1.1502	2.244461	2.339	3.032623		2.48138	2.53986	2.72709	1	3.69469	1
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	992	loss22-0 + rate19kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1	3.6831808610374	1.674	3.067588	1.238	3.493	2.7	1.814	1.26	1	0	1.22161	1.484	1.191	1.43675	2.354	1		3.29305	2.82919	3.12289	5	1	1.4734
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1000	loss30-0 + rate17kbit	2.6666666666667	6	1	3	5	2.6666666666667	1	1	1.5424949659417	1.704	1	1.23	1	2.3	1.708	1.1	1	3.88119	1	1.235	1.1132	1.469016	1.927	1		1.18903	2.67971	1.82897	1	3.05418	1.1799
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	992	loss22-0 + rate19kbit	2.7142857142857	7	1	3	5	2.7142857142857	1	1	3.950608817043	1.381	1	1.211	4.324	2.3	1.712	2.4	1	2.51589	1	1.167	1.044	1.332653	1.806	1	2.78	4.89162	5	2.76682	5	1.93783	4.8773
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1012	loss22-0 + rate19kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	1.3590891160903	1	2.204364	1.141	2.656	1.7	1.312	2.4	1	0.636636	1	1.068	1.1979	1.184428	1.643	1	2.69	3.84351	2.98527	1.36133	4.8197	1.82466	2.6308
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	993	loss25-0 + rate29kbit	3.5714285714286	7	1	3	5	3.5714285714286	5	1.82317	1.9977827461461	1.938	3.003887	1.224	2.704	2.3	1.976	2.4	1	3.75625	3.04339	1.331	1.1227	1.660245	1.956	1	4.52	2.59598	3.61909	2.28337	1	3.94068	5
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	1001	loss22-0 + rate19kbit	0.83333333333333	6	1	3	5	0.83333333333333	1	1	1.2288134878218	2.433	3.986243	1.599	3.28	1.7	1.468	1.2	1	0	1	1.136	1.2363	1.573276	1.637	1	1.12	3.40183	2.75177	1.519	5	1	
sample16_28b7af27b8464f83f547e385893de318.ogg	1012	loss17-0 + rate28kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	1	1.8376093825032	1.958	2.279369	1.282	2.561	2.3	2.002	2.3	1	4.53919	1	1.331	1.1403	1.632148	1.979	2.787376		3.77389	2.88532	2.38721	4.0796	3.43063	4.0958
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1000	loss25-0 + delay500-50	4.3333333333333	6	1	3	5	4.3333333333333	5	1	3.6609181781236	2.602	3.417648	1.498	3.182	2.7	2.557	2.3	1	4.59879	1.40065	1.643	1.2252	2.283946	2.378	3.187851	4.59	2.40906	2.35694	2.70337	1	3.45814	2.2641
sample06_43af06b41db225c41a659da60408148a.ogg	1013	loss30-0 + delay400-50	0.75	8	1	3	5	0.75	1	1	3.1411194531719	1.667	1	1.234	2.383	2.3	1.878	2.3	1	3.22893	1	1.261	1.3856	1.532427	1.938	1	3.26	3.05561	2.40122	1.35803	1	3.11222	2.5841
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	1012	loss17-0 + rate28kbit	2.8333333333333	6	1	3	5	2.8333333333333	1	1	3.9217445407058	1.518	2.122864	1.177	4.389	2.3	1.707	2.3	1	3.86816	2.58701	1.146	1.0365	1.360928	1.741	1	3.99	4.25776	3.39232	1.87538	2.7708	3.14445	
sample06_43af06b41db225c41a659da60408148a.ogg	1012	loss25-0 + delay500-50	1.7142857142857	7	1	3	5	1.7142857142857	1	1	3.4028440580179	2.28	2.48832	1.314	3.395	2.7	2.152	2.3	1	2.96587	1	1.528	1.0696	2.012898	2.3	1	2.88	3.04771	2.12702	1.64973	1	2.14006	2.0744
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1011	loss17-0 + rate24kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.9648574388186	1.81	3.684883	1.225	3.626	2.3	1.885	2.6	1	3.5681	1	1.297	1.1424	1.383962	1.916	1	3.48	4.3758	3.46	1.60604	2.9691	3.27447	3.032
